transaction_number,invoice,name,date,debit_credit,account,amount
44,SI2025-0044-VE,Purchase Cleaning - Alto Zenith SA - Marseille - ref PO0044-QH (split),30/01/2025,D,611,497.51
44,SI2025-0044-VE,Purchase Cleaning - Alto Zenith SA - Marseille - ref PO0044-QH (split),30/01/2025,D,601,714.9
44,SI2025-0044-VE,Purchase Cleaning - Alto Zenith SA - Marseille - ref PO0044-QH (split),30/01/2025,D,44566,242.48
44,SI2025-0044-VE,Purchase Cleaning - Alto Zenith SA - Marseille - ref PO0044-QH (split),30/01/2025,C,401AGL,1454.89
45,CI2025-0045-TN,Sale Monthly support - SmartSmart SARL - Reims - ref SO0045-JH,27/04/2025,D,411JRO,3055.39
45,CI2025-0045-TN,Sale Monthly support - SmartSmart SARL - Reims - ref SO0045-JH,27/04/2025,C,702,2896.1
45,CI2025-0045-TN,Sale Monthly support - SmartSmart SARL - Reims - ref SO0045-JH,27/04/2025,C,44571,159.29
46,CI2025-0046-BG,Sale Training session - GoldenFresh Association - Toulouse - ref SO0046-NO,03/08/2025,D,411OHQ,2770.14
46,CI2025-0046-BG,Sale Training session - GoldenFresh Association - Toulouse - ref SO0046-NO,03/08/2025,C,704,2308.45
46,CI2025-0046-BG,Sale Training session - GoldenFresh Association - Toulouse - ref SO0046-NO,03/08/2025,C,44571,461.69
47,RCPT-2025-0047-LX,Customer receipt NorthBlue Association - Card - ref RC0047-HU,01/11/2025,D,512,3842.4
47,RCPT-2025-0047-LX,Customer receipt NorthBlue Association - Card - ref RC0047-HU,01/11/2025,C,411QYM,3842.4
48,SI2025-0048-FO,Purchase Printing - Alto Aero EURL - Lyon - ref PO0048-NA,17/06/2025,D,621,845.62
48,SI2025-0048-FO,Purchase Printing - Alto Aero EURL - Lyon - ref PO0048-NA,17/06/2025,D,44566,84.56
48,SI2025-0048-FO,Purchase Printing - Alto Aero EURL - Lyon - ref PO0048-NA,17/06/2025,C,401QRS,930.18
49,PAY-SUP-2025-0049-ZK,Payment to supplier Vista Nexus SAS - Card - ref PAY0049-XR,14/10/2025,D,401STR,846.65
49,PAY-SUP-2025-0049-ZK,Payment to supplier Vista Nexus SAS - Card - ref PAY0049-XR,14/10/2025,C,512,846.65
50,RCPT-2025-0050-QT,Customer receipt FreshGolden SAS - Card - ref RC0050-JL,23/10/2025,D,512,3648.45
50,RCPT-2025-0050-QT,Customer receipt FreshGolden SAS - Card - ref RC0050-JL,23/10/2025,C,411LIS,3648.45
51,CI2025-0051-TA,Sale Accounting outsourcing - NorthBlue Association - Reims - ref SO0051-AA,10/07/2025,D,411ROR,3381.35
51,CI2025-0051-TA,Sale Accounting outsourcing - NorthBlue Association - Reims - ref SO0051-AA,10/07/2025,C,704,3073.95
51,CI2025-0051-TA,Sale Accounting outsourcing - NorthBlue Association - Reims - ref SO0051-AA,10/07/2025,C,44571,307.4
52,RCPT-2025-0052-MG,Customer receipt FreshStone SARL - Wire - ref RC0052-EE,17/12/2025,D,512,2617.41
52,RCPT-2025-0052-MG,Customer receipt FreshStone SARL - Wire - ref RC0052-EE,17/12/2025,C,411FHI,2617.41
53,RCPT-2025-0053-FH,Customer receipt WestSilver SA - SEPA - ref RC0053-FJ,14/08/2025,D,512,1148.43
53,RCPT-2025-0053-FH,Customer receipt WestSilver SA - SEPA - ref RC0053-FJ,14/08/2025,C,411ROE,1148.43
54,SI2025-0054-BL,Purchase IT Services - Crest Aero SA - Grenoble - ref PO0054-WC,08/09/2025,D,616,1313.38
54,SI2025-0054-BL,Purchase IT Services - Crest Aero SA - Grenoble - ref PO0054-WC,08/09/2025,D,44566,131.34
54,SI2025-0054-BL,Purchase IT Services - Crest Aero SA - Grenoble - ref PO0054-WC,08/09/2025,C,401KOR,1444.72
55,PAY-SUP-2025-0055-VI,Payment to supplier Zenith Urban EURL - SEPA - ref PAY0055-DG,26/04/2025,D,401GRN,1768.12
55,PAY-SUP-2025-0055-VI,Payment to supplier Zenith Urban EURL - SEPA - ref PAY0055-DG,26/04/2025,C,512,1768.12
56,SI2025-0056-KB,Purchase Printing - Nexus Crest SAS - Paris - ref PO0056-HZ,07/11/2025,D,645,529.23
56,SI2025-0056-KB,Purchase Printing - Nexus Crest SAS - Paris - ref PO0056-HZ,07/11/2025,D,44566,52.92
56,SI2025-0056-KB,Purchase Printing - Nexus Crest SAS - Paris - ref PO0056-HZ,07/11/2025,C,401SYS,582.15
57,CI2025-0057-NB,Sale Training session - RapidStone SAS - Reims - ref SO0057-DU,22/05/2025,D,411MLU,3464.9
57,CI2025-0057-NB,Sale Training session - RapidStone SAS - Reims - ref SO0057-DU,22/05/2025,C,704,3284.27
57,CI2025-0057-NB,Sale Training session - RapidStone SAS - Reims - ref SO0057-DU,22/05/2025,C,44571,180.63
58,SI2025-0058-ND,Purchase Catering - Delta Pulse SARL - Toulouse - ref PO0058-FA (split),01/08/2025,D,621,331.44
58,SI2025-0058-ND,Purchase Catering - Delta Pulse SARL - Toulouse - ref PO0058-FA (split),01/08/2025,D,602,197.79
58,SI2025-0058-ND,Purchase Catering - Delta Pulse SARL - Toulouse - ref PO0058-FA (split),01/08/2025,D,44566,105.85
58,SI2025-0058-ND,Purchase Catering - Delta Pulse SARL - Toulouse - ref PO0058-FA (split),01/08/2025,C,401LOG,635.08
59,CI2025-0059-VE,Sale Monthly support - EastRapid SA - Angers - ref SO0059-BB,25/01/2025,D,411TCL,147.78
59,CI2025-0059-VE,Sale Monthly support - EastRapid SA - Angers - ref SO0059-BB,25/01/2025,C,701,140.08
59,CI2025-0059-VE,Sale Monthly support - EastRapid SA - Angers - ref SO0059-BB,25/01/2025,C,44571,7.7
60,PAY-SUP-2025-0060-IU,Payment to supplier Vista Summit SAS - SEPA - ref PAY0060-AI,27/04/2025,D,401CLD,2863.22
60,PAY-SUP-2025-0060-IU,Payment to supplier Vista Summit SAS - SEPA - ref PAY0060-AI,27/04/2025,C,512,2863.22
61,CI2025-0061-OK,Sale Accounting outsourcing - NorthBlue SA - Grenoble - ref SO0061-WQ (multi-line),06/01/2025,D,411JUO,867.61
61,CI2025-0061-OK,Sale Accounting outsourcing - NorthBlue SA - Grenoble - ref SO0061-WQ (multi-line),06/01/2025,C,707,453.97
61,CI2025-0061-OK,Sale Accounting outsourcing - NorthBlue SA - Grenoble - ref SO0061-WQ (multi-line),06/01/2025,C,702,368.41
61,CI2025-0061-OK,Sale Accounting outsourcing - NorthBlue SA - Grenoble - ref SO0061-WQ (multi-line),06/01/2025,C,44571,45.23
62,SI2025-0062-LP,Purchase Software - Zenith Aero EURL - Paris - ref PO0062-XO (split),06/02/2025,D,616,719.62
62,SI2025-0062-LP,Purchase Software - Zenith Aero EURL - Paris - ref PO0062-XO (split),06/02/2025,D,622,1326.28
62,SI2025-0062-LP,Purchase Software - Zenith Aero EURL - Paris - ref PO0062-XO (split),06/02/2025,D,44566,409.18
62,SI2025-0062-LP,Purchase Software - Zenith Aero EURL - Paris - ref PO0062-XO (split),06/02/2025,C,401INT,2455.08
63,SI2025-0063-BQ,Purchase Software - Bright Nova SARL - Reims - ref PO0063-SS (split),30/06/2025,D,615,332.35
63,SI2025-0063-BQ,Purchase Software - Bright Nova SARL - Reims - ref PO0063-SS (split),30/06/2025,D,615,774.41
63,SI2025-0063-BQ,Purchase Software - Bright Nova SARL - Reims - ref PO0063-SS (split),30/06/2025,D,44566,110.68
63,SI2025-0063-BQ,Purchase Software - Bright Nova SARL - Reims - ref PO0063-SS (split),30/06/2025,C,401PAC,1217.44
64,CI2025-0064-QY,Sale Monthly support - SmartSolid SARL - Marseille - ref SO0064-WA,26/06/2025,D,411VBS,2703.8
64,CI2025-0064-QY,Sale Monthly support - SmartSolid SARL - Marseille - ref SO0064-WA,26/06/2025,C,706,2253.17
64,CI2025-0064-QY,Sale Monthly support - SmartSolid SARL - Marseille - ref SO0064-WA,26/06/2025,C,44571,450.63
65,CI2025-0065-YX,Sale Website redesign - SolidBlue SARL - Paris - ref SO0065-DE,21/07/2025,D,411FHI,3320.09
65,CI2025-0065-YX,Sale Website redesign - SolidBlue SARL - Paris - ref SO0065-DE,21/07/2025,C,707,3147.0
65,CI2025-0065-YX,Sale Website redesign - SolidBlue SARL - Paris - ref SO0065-DE,21/07/2025,C,44571,173.09
66,CI2025-0066-GW,Sale Website redesign - NorthGolden SA - Reims - ref SO0066-SG,12/02/2025,D,411YGV,471.92
66,CI2025-0066-GW,Sale Website redesign - NorthGolden SA - Reims - ref SO0066-SG,12/02/2025,C,704,429.02
66,CI2025-0066-GW,Sale Website redesign - NorthGolden SA - Reims - ref SO0066-SG,12/02/2025,C,44571,42.9
67,SI2025-0067-ME,Purchase Software - Nova Nova SARL - Lille - ref PO0067-OF (split),24/06/2025,D,621,435.73
67,SI2025-0067-ME,Purchase Software - Nova Nova SARL - Lille - ref PO0067-OF (split),24/06/2025,D,601,871.17
67,SI2025-0067-ME,Purchase Software - Nova Nova SARL - Lille - ref PO0067-OF (split),24/06/2025,D,44566,71.88
67,SI2025-0067-ME,Purchase Software - Nova Nova SARL - Lille - ref PO0067-OF (split),24/06/2025,C,401HBR,1378.78
68,CI2025-0068-BR,Sale Website redesign - RiverNorth SAS - Grenoble - ref SO0068-UF,16/02/2025,D,411UZC,1224.36
68,CI2025-0068-BR,Sale Website redesign - RiverNorth SAS - Grenoble - ref SO0068-UF,16/02/2025,C,706,1020.3
68,CI2025-0068-BR,Sale Website redesign - RiverNorth SAS - Grenoble - ref SO0068-UF,16/02/2025,C,44571,204.06
69,CI2025-0069-IR,Sale Cloud migration - NorthEast SAS - Angers - ref SO0069-DL,20/04/2025,D,411CXC,2050.66
69,CI2025-0069-IR,Sale Cloud migration - NorthEast SAS - Angers - ref SO0069-DL,20/04/2025,C,704,1708.88
69,CI2025-0069-IR,Sale Cloud migration - NorthEast SAS - Angers - ref SO0069-DL,20/04/2025,C,44571,341.78
70,PAYROLL-2025-0070-WM,Payroll 2025-04 - salaries and charges - ref PR0070-IJ,27/04/2025,D,641,3911.65
70,PAYROLL-2025-0070-WM,Payroll 2025-04 - salaries and charges - ref PR0070-IJ,27/04/2025,D,645,1173.5
70,PAYROLL-2025-0070-WM,Payroll 2025-04 - salaries and charges - ref PR0070-IJ,27/04/2025,C,421,3129.32
70,PAYROLL-2025-0070-WM,Payroll 2025-04 - salaries and charges - ref PR0070-IJ,27/04/2025,C,431,1955.83
71,SI2025-0071-JL,Purchase Software - Alto Summit SAS - Lyon - ref PO0071-RR,07/03/2025,D,622,915.2
71,SI2025-0071-JL,Purchase Software - Alto Summit SAS - Lyon - ref PO0071-RR,07/03/2025,D,44566,183.04
71,SI2025-0071-JL,Purchase Software - Alto Summit SAS - Lyon - ref PO0071-RR,07/03/2025,C,401TRN,1098.24
72,SI2025-0072-QJ,Purchase Cleaning - Alto Metro SAS - Grenoble - ref PO0072-SA,06/10/2025,D,606,511.77
72,SI2025-0072-QJ,Purchase Cleaning - Alto Metro SAS - Grenoble - ref PO0072-SA,06/10/2025,D,44566,51.18
72,SI2025-0072-QJ,Purchase Cleaning - Alto Metro SAS - Grenoble - ref PO0072-SA,06/10/2025,C,401MET,562.95
73,CI2025-0073-PV,Sale Monthly support - BlueFresh SARL - Toulouse - ref SO0073-AD,12/01/2025,D,411SNV,4027.3
73,CI2025-0073-PV,Sale Monthly support - BlueFresh SARL - Toulouse - ref SO0073-AD,12/01/2025,C,701,3661.18
73,CI2025-0073-PV,Sale Monthly support - BlueFresh SARL - Toulouse - ref SO0073-AD,12/01/2025,C,44571,366.12
